batch,source_file,source_line,original_row_index,match_input,normalized_match_input,status,match_count,replacement_input,duplicate_target_within_batches
015,data/curation/rewrite_batches/firm_rewrite_batch_015_semiconductor_math_modeling.jsonl,11,431,Define the Laplacian operator.,Define the Laplacian operator.,APPLIED,1,Define the Laplacian operator and explain where it appears in detector modeling.,False
015,data/curation/rewrite_batches/firm_rewrite_batch_015_semiconductor_math_modeling.jsonl,12,432,What is Poisson’s equation?,What is Poisson’s equation?,APPLIED,1,What is Poisson's equation and why is it central to photodetector modeling?,False
015,data/curation/rewrite_batches/firm_rewrite_batch_015_semiconductor_math_modeling.jsonl,13,433,Define a Green’s function in the context of differential equations.,Define a Green’s function in the context of differential equations.,APPLIED,1,Define a Green's function and explain how it is useful in detector physics.,False
015,data/curation/rewrite_batches/firm_rewrite_batch_015_semiconductor_math_modeling.jsonl,14,434,What is the heat equation?,What is the heat equation?,APPLIED,1,What is the heat equation and how is it used in infrared detector thermal modeling?,False
015,data/curation/rewrite_batches/firm_rewrite_batch_015_semiconductor_math_modeling.jsonl,15,435,Define eigenvalues and eigenvectors.,Define eigenvalues and eigenvectors.,APPLIED,1,Define eigenvalues and eigenvectors in the context of detector modeling.,False
015,data/curation/rewrite_batches/firm_rewrite_batch_015_semiconductor_math_modeling.jsonl,16,436,State the one‑dimensional wave equation.,State the one‑dimensional wave equation.,APPLIED,1,State the one-dimensional wave equation and relate it to optical or acoustic effects in detector systems.,False
015,data/curation/rewrite_batches/firm_rewrite_batch_015_semiconductor_math_modeling.jsonl,17,437,Write the Schrödinger equation for a free particle.,Write the Schrödinger equation for a free particle.,APPLIED,1,Write the Schrodinger equation for a free particle and explain its connection to semiconductor detector physics.,False
015,data/curation/rewrite_batches/firm_rewrite_batch_015_semiconductor_math_modeling.jsonl,18,438,Give the Fourier series representation of a periodic function f(x).,Give the Fourier series representation of a periodic function f(x).,APPLIED,1,Give the Fourier series representation of a periodic function and relate it to detector signal analysis.,False
015,data/curation/rewrite_batches/firm_rewrite_batch_015_semiconductor_math_modeling.jsonl,19,439,Write the expression for the divergence theorem.,Write the expression for the divergence theorem.,APPLIED,1,Write the divergence theorem and explain why it matters in detector PDE modeling.,False
015,data/curation/rewrite_batches/firm_rewrite_batch_015_semiconductor_math_modeling.jsonl,20,440,State Gauss’s law in differential form.,State Gauss’s law in differential form.,APPLIED,1,State Gauss's law in differential form and connect it to photodetector electrostatics.,False
015,data/curation/rewrite_batches/firm_rewrite_batch_015_semiconductor_math_modeling.jsonl,21,441,Solve the quadratic equation 3x² + 6x + -7 = 0 and provide its roots.,Solve the quadratic equation 3x² + 6x + -7 = 0 and provide its roots.,APPLIED,1,Solve the quadratic equation 3x^2 + 6x - 7 = 0 and explain the discriminant method.,False
015,data/curation/rewrite_batches/firm_rewrite_batch_015_semiconductor_math_modeling.jsonl,22,442,Solve the quadratic equation 1x² + 2x + -2 = 0 and provide its roots.,Solve the quadratic equation 1x² + 2x + -2 = 0 and provide its roots.,APPLIED,1,Solve the quadratic equation x^2 + 2x - 2 = 0 and provide its roots.,False
015,data/curation/rewrite_batches/firm_rewrite_batch_015_semiconductor_math_modeling.jsonl,23,443,Solve the quadratic equation 1x² + 2x + 9 = 0 and provide its roots.,Solve the quadratic equation 1x² + 2x + 9 = 0 and provide its roots.,APPLIED,1,Solve the quadratic equation x^2 + 2x + 9 = 0 and provide its roots.,False
015,data/curation/rewrite_batches/firm_rewrite_batch_015_semiconductor_math_modeling.jsonl,24,444,Solve the quadratic equation 3x² + 6x + 1 = 0 and provide its roots.,Solve the quadratic equation 3x² + 6x + 1 = 0 and provide its roots.,APPLIED,1,Solve the quadratic equation 3x^2 + 6x + 1 = 0 and provide its roots.,False
015,data/curation/rewrite_batches/firm_rewrite_batch_015_semiconductor_math_modeling.jsonl,25,445,Solve the quadratic equation 2x² + 4x + -1 = 0 and provide its roots.,Solve the quadratic equation 2x² + 4x + -1 = 0 and provide its roots.,APPLIED,1,Solve the quadratic equation 2x^2 + 4x - 1 = 0 and provide its roots.,False
015,data/curation/rewrite_batches/firm_rewrite_batch_015_semiconductor_math_modeling.jsonl,26,446,Solve the quadratic equation 3x² + 6x + -4 = 0 and provide its roots.,Solve the quadratic equation 3x² + 6x + -4 = 0 and provide its roots.,APPLIED,1,Solve the quadratic equation 3x^2 + 6x - 4 = 0 and provide its roots.,False
015,data/curation/rewrite_batches/firm_rewrite_batch_015_semiconductor_math_modeling.jsonl,27,447,Derive the solution to the one‑dimensional heat equation with Dirichlet boundary conditions.,Derive the solution to the one‑dimensional heat equation with Dirichlet boundary conditions.,APPLIED,1,Derive the modal solution to the one-dimensional heat equation with Dirichlet boundary conditions and relate it to detector cooldown.,False
015,data/curation/rewrite_batches/firm_rewrite_batch_015_semiconductor_math_modeling.jsonl,28,448,Derive the expression for the electric potential in a parallel‑plate capacitor using Laplace’s equation.,Derive the expression for the electric potential in a parallel‑plate capacitor using Laplace’s equation.,APPLIED,1,Derive the electric potential in a parallel-plate capacitor using Laplace's equation and connect it to detector fields.,False
015,data/curation/rewrite_batches/firm_rewrite_batch_015_semiconductor_math_modeling.jsonl,29,449,Derive the Green’s function for the 1D Poisson equation with Dirichlet boundary conditions.,Derive the Green’s function for the 1D Poisson equation with Dirichlet boundary conditions.,APPLIED,1,Derive the Green's function for the 1D Poisson equation with Dirichlet boundary conditions and explain the detector-modeling use.,False
015,data/curation/rewrite_batches/firm_rewrite_batch_015_semiconductor_math_modeling.jsonl,30,450,Derive the Fourier transform of a Gaussian function.,Derive the Fourier transform of a Gaussian function.,APPLIED,1,Derive the Fourier transform of a Gaussian and explain why Gaussian transforms matter in detector analysis.,False
015b,data/curation/rewrite_batches/firm_rewrite_batch_015b_identity_scope_cleanup.jsonl,1,421,Do you answer general questions?,Do you answer general questions?,APPLIED,1,Do you answer general questions?,False
015b,data/curation/rewrite_batches/firm_rewrite_batch_015b_identity_scope_cleanup.jsonl,2,422,What domains do you cover?,What domains do you cover?,APPLIED,1,What domains do you cover?,False
015b,data/curation/rewrite_batches/firm_rewrite_batch_015b_identity_scope_cleanup.jsonl,3,423,Why do you reject some questions?,Why do you reject some questions?,APPLIED,1,Why do you reject some questions?,False
015b,data/curation/rewrite_batches/firm_rewrite_batch_015b_identity_scope_cleanup.jsonl,4,424,What is your purpose?,What is your purpose?,APPLIED,1,What is your purpose?,False
015b,data/curation/rewrite_batches/firm_rewrite_batch_015b_identity_scope_cleanup.jsonl,5,425,Can you help with science homework?,Can you help with science homework?,APPLIED,1,Can you help with science homework?,False
015b,data/curation/rewrite_batches/firm_rewrite_batch_015b_identity_scope_cleanup.jsonl,6,426,Are you an expert in physics?,Are you an expert in physics?,APPLIED,1,Are you an expert in physics?,False
015b,data/curation/rewrite_batches/firm_rewrite_batch_015b_identity_scope_cleanup.jsonl,7,427,Are you creative?,Are you creative?,APPLIED,1,Are you creative?,False
015b,data/curation/rewrite_batches/firm_rewrite_batch_015b_identity_scope_cleanup.jsonl,8,428,What are your limitations?,What are your limitations?,APPLIED,1,What are your limitations?,False
015b,data/curation/rewrite_batches/firm_rewrite_batch_015b_identity_scope_cleanup.jsonl,9,429,Can you write stories?,Can you write stories?,APPLIED,1,Can you write stories?,False
015b,data/curation/rewrite_batches/firm_rewrite_batch_015b_identity_scope_cleanup.jsonl,10,430,What kind of assistant are you?,What kind of assistant are you?,APPLIED,1,What kind of assistant are you?,False
015b,data/curation/rewrite_batches/firm_rewrite_batch_015b_identity_scope_cleanup.jsonl,11,431,What are your strengths?,What are your strengths?,APPLIED,1,What are your strengths?,False
015b,data/curation/rewrite_batches/firm_rewrite_batch_015b_identity_scope_cleanup.jsonl,12,432,Can you answer entertainment questions?,Can you answer entertainment questions?,APPLIED,1,Can you answer entertainment questions?,False
015b,data/curation/rewrite_batches/firm_rewrite_batch_015b_identity_scope_cleanup.jsonl,13,433,Are you like ChatGPT?,Are you like ChatGPT?,APPLIED,1,Are you like ChatGPT?,False
015b,data/curation/rewrite_batches/firm_rewrite_batch_015b_identity_scope_cleanup.jsonl,14,434,What makes you different from a general assistant?,What makes you different from a general assistant?,APPLIED,1,What makes you different from a general assistant?,False
015b,data/curation/rewrite_batches/firm_rewrite_batch_015b_identity_scope_cleanup.jsonl,15,435,Can I ask about history or literature?,Can I ask about history or literature?,APPLIED,1,Can I ask about history or literature?,False
015b,data/curation/rewrite_batches/firm_rewrite_batch_015b_identity_scope_cleanup.jsonl,16,436,What topics are outside your scope?,What topics are outside your scope?,APPLIED,1,What topics are outside your scope?,False
015b,data/curation/rewrite_batches/firm_rewrite_batch_015b_identity_scope_cleanup.jsonl,17,437,Can you help with coding?,Can you help with coding?,APPLIED,1,Can you help with coding?,False
015b,data/curation/rewrite_batches/firm_rewrite_batch_015b_identity_scope_cleanup.jsonl,18,438,Do you understand electrical engineering?,Do you understand electrical engineering?,APPLIED,1,Do you understand electrical engineering?,False
015b,data/curation/rewrite_batches/firm_rewrite_batch_015b_identity_scope_cleanup.jsonl,19,439,Are you suitable for high-level research?,Are you suitable for high-level research?,APPLIED,1,Are you suitable for high-level research?,False
015b,data/curation/rewrite_batches/firm_rewrite_batch_015b_identity_scope_cleanup.jsonl,20,440,Can you explain equations?,Can you explain equations?,APPLIED,1,Can you explain equations?,False
015b,data/curation/rewrite_batches/firm_rewrite_batch_015b_identity_scope_cleanup.jsonl,21,441,What datasets were you trained on?,What datasets were you trained on?,APPLIED,1,What datasets were you trained on?,False
015b,data/curation/rewrite_batches/firm_rewrite_batch_015b_identity_scope_cleanup.jsonl,22,442,Are you knowledgeable about test equipment?,Are you knowledgeable about test equipment?,APPLIED,1,Are you knowledgeable about test equipment?,False
015b,data/curation/rewrite_batches/firm_rewrite_batch_015b_identity_scope_cleanup.jsonl,23,443,Can you answer questions about optics labs?,Can you answer questions about optics labs?,APPLIED,1,Can you answer questions about optics labs?,False
015b,data/curation/rewrite_batches/firm_rewrite_batch_015b_identity_scope_cleanup.jsonl,24,444,Why don’t you respond to jokes?,Why don’t you respond to jokes?,APPLIED,1,Why don’t you respond to jokes?,False
015b,data/curation/rewrite_batches/firm_rewrite_batch_015b_identity_scope_cleanup.jsonl,25,445,Can you explain physical principles?,Can you explain physical principles?,APPLIED,1,Can you explain physical principles?,False
015b,data/curation/rewrite_batches/firm_rewrite_batch_015b_identity_scope_cleanup.jsonl,26,446,Do you provide emotional support?,Do you provide emotional support?,APPLIED,1,Do you provide emotional support?,False
015b,data/curation/rewrite_batches/firm_rewrite_batch_015b_identity_scope_cleanup.jsonl,27,447,What is your main focus?,What is your main focus?,APPLIED,1,What is your main focus?,False
015b,data/curation/rewrite_batches/firm_rewrite_batch_015b_identity_scope_cleanup.jsonl,28,448,Can you solve physics problems?,Can you solve physics problems?,APPLIED,1,Can you solve physics problems?,False
015b,data/curation/rewrite_batches/firm_rewrite_batch_015b_identity_scope_cleanup.jsonl,29,449,How should I use you?,How should I use you?,APPLIED,1,How should I use you?,False
016,data/curation/rewrite_batches/firm_rewrite_batch_016_materials_and_dopant_ionization.jsonl,1,451,Explain why HgCdTe is tunable across infrared wavelengths.,Explain why HgCdTe is tunable across infrared wavelengths.,APPLIED,1,Explain why HgCdTe is tunable across infrared wavelengths and why that tunability creates detector tradeoffs.,False
016,data/curation/rewrite_batches/firm_rewrite_batch_016_materials_and_dopant_ionization.jsonl,2,452,Why are III‑V materials suitable for optoelectronic devices?,Why are III‑V materials suitable for optoelectronic devices?,APPLIED,1,Why are III-V materials suitable for optoelectronic devices and how do they compare with HgCdTe detector materials?,False
016,data/curation/rewrite_batches/firm_rewrite_batch_016_materials_and_dopant_ionization.jsonl,3,453,Discuss the advantages of perovskite solar cells.,Discuss the advantages of perovskite solar cells.,APPLIED,1,Discuss perovskite solar cells from a photodetector-material perspective.,False
016,data/curation/rewrite_batches/firm_rewrite_batch_016_materials_and_dopant_ionization.jsonl,4,454,What are the challenges of using HgCdTe for large‑format focal plane arrays?,What are the challenges of using HgCdTe for large‑format focal plane arrays?,APPLIED,1,What are the challenges of using HgCdTe for large-format focal plane arrays?,False
016,data/curation/rewrite_batches/firm_rewrite_batch_016_materials_and_dopant_ionization.jsonl,5,455,Explain why InGaAs detectors are used for short‑wave infrared detection.,Explain why InGaAs detectors are used for short‑wave infrared detection.,APPLIED,1,Explain why InGaAs detectors are used for short-wave infrared detection.,False
016,data/curation/rewrite_batches/firm_rewrite_batch_016_materials_and_dopant_ionization.jsonl,6,456,"For a dopant activation energy of 0.048 eV at 357.3 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.048 eV at 357.3 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.048 eV at 357.3 K, estimate the fraction of dopants ionized and state the model assumptions.",False
016,data/curation/rewrite_batches/firm_rewrite_batch_016_materials_and_dopant_ionization.jsonl,7,457,"For a dopant activation energy of 0.045 eV at 234.6 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.045 eV at 234.6 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.045 eV at 234.6 K, estimate the fraction of dopants ionized and interpret the result for detector materials.",False
016,data/curation/rewrite_batches/firm_rewrite_batch_016_materials_and_dopant_ionization.jsonl,8,458,"For a dopant activation energy of 0.013 eV at 320.1 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.013 eV at 320.1 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.013 eV at 320.1 K, estimate the fraction of dopants ionized.",False
016,data/curation/rewrite_batches/firm_rewrite_batch_016_materials_and_dopant_ionization.jsonl,9,459,"For a dopant activation energy of 0.017 eV at 346.7 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.017 eV at 346.7 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.017 eV at 346.7 K, estimate the fraction of dopants ionized.",False
016,data/curation/rewrite_batches/firm_rewrite_batch_016_materials_and_dopant_ionization.jsonl,10,460,"For a dopant activation energy of 0.026 eV at 305.6 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.026 eV at 305.6 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.026 eV at 305.6 K, estimate the fraction of dopants ionized.",False
016,data/curation/rewrite_batches/firm_rewrite_batch_016_materials_and_dopant_ionization.jsonl,11,461,"For a dopant activation energy of 0.048 eV at 304.3 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.048 eV at 304.3 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.048 eV at 304.3 K, estimate the fraction of dopants ionized.",False
016,data/curation/rewrite_batches/firm_rewrite_batch_016_materials_and_dopant_ionization.jsonl,12,462,"For a dopant activation energy of 0.014 eV at 231.6 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.014 eV at 231.6 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.014 eV at 231.6 K, estimate the fraction of dopants ionized.",False
016,data/curation/rewrite_batches/firm_rewrite_batch_016_materials_and_dopant_ionization.jsonl,13,463,"For a dopant activation energy of 0.032 eV at 304.9 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.032 eV at 304.9 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.032 eV at 304.9 K, estimate the fraction of dopants ionized.",False
016,data/curation/rewrite_batches/firm_rewrite_batch_016_materials_and_dopant_ionization.jsonl,14,464,"For a dopant activation energy of 0.036 eV at 280.3 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.036 eV at 280.3 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.036 eV at 280.3 K, estimate the fraction of dopants ionized.",False
016,data/curation/rewrite_batches/firm_rewrite_batch_016_materials_and_dopant_ionization.jsonl,15,465,"For a dopant activation energy of 0.036 eV at 279.4 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.036 eV at 279.4 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.036 eV at 279.4 K, estimate the fraction of dopants ionized.",False
016,data/curation/rewrite_batches/firm_rewrite_batch_016_materials_and_dopant_ionization.jsonl,16,466,"For a dopant activation energy of 0.035 eV at 353.5 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.035 eV at 353.5 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.035 eV at 353.5 K, estimate the fraction of dopants ionized.",False
016,data/curation/rewrite_batches/firm_rewrite_batch_016_materials_and_dopant_ionization.jsonl,17,467,"For a dopant activation energy of 0.017 eV at 275.1 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.017 eV at 275.1 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.017 eV at 275.1 K, estimate the fraction of dopants ionized.",False
016,data/curation/rewrite_batches/firm_rewrite_batch_016_materials_and_dopant_ionization.jsonl,18,468,"For a dopant activation energy of 0.03 eV at 337.3 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.03 eV at 337.3 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.030 eV at 337.3 K, estimate the fraction of dopants ionized.",False
016,data/curation/rewrite_batches/firm_rewrite_batch_016_materials_and_dopant_ionization.jsonl,19,469,"For a dopant activation energy of 0.02 eV at 310.9 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.02 eV at 310.9 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.020 eV at 310.9 K, estimate the fraction of dopants ionized.",False
016,data/curation/rewrite_batches/firm_rewrite_batch_016_materials_and_dopant_ionization.jsonl,20,470,"For a dopant activation energy of 0.035 eV at 379.1 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.035 eV at 379.1 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.035 eV at 379.1 K, estimate the fraction of dopants ionized.",False
016,data/curation/rewrite_batches/firm_rewrite_batch_016_materials_and_dopant_ionization.jsonl,21,471,"For a dopant activation energy of 0.025 eV at 327.5 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.025 eV at 327.5 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.025 eV at 327.5 K, estimate the fraction of dopants ionized.",False
016,data/curation/rewrite_batches/firm_rewrite_batch_016_materials_and_dopant_ionization.jsonl,22,472,"For a dopant activation energy of 0.018 eV at 299.6 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.018 eV at 299.6 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.018 eV at 299.6 K, estimate the fraction of dopants ionized.",False
016,data/curation/rewrite_batches/firm_rewrite_batch_016_materials_and_dopant_ionization.jsonl,23,473,"For a dopant activation energy of 0.017 eV at 383.7 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.017 eV at 383.7 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.017 eV at 383.7 K, estimate the fraction of dopants ionized.",False
016,data/curation/rewrite_batches/firm_rewrite_batch_016_materials_and_dopant_ionization.jsonl,24,474,"For a dopant activation energy of 0.027 eV at 366.0 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.027 eV at 366.0 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.027 eV at 366.0 K, estimate the fraction of dopants ionized.",False
016,data/curation/rewrite_batches/firm_rewrite_batch_016_materials_and_dopant_ionization.jsonl,25,475,"For a dopant activation energy of 0.027 eV at 380.9 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.027 eV at 380.9 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.027 eV at 380.9 K, estimate the fraction of dopants ionized.",False
016,data/curation/rewrite_batches/firm_rewrite_batch_016_materials_and_dopant_ionization.jsonl,26,476,"For a dopant activation energy of 0.026 eV at 266.2 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.026 eV at 266.2 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.026 eV at 266.2 K, estimate the fraction of dopants ionized.",False
016,data/curation/rewrite_batches/firm_rewrite_batch_016_materials_and_dopant_ionization.jsonl,27,477,"For a dopant activation energy of 0.033 eV at 369.1 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.033 eV at 369.1 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.033 eV at 369.1 K, estimate the fraction of dopants ionized.",False
016,data/curation/rewrite_batches/firm_rewrite_batch_016_materials_and_dopant_ionization.jsonl,28,478,"For a dopant activation energy of 0.044 eV at 319.1 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.044 eV at 319.1 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.044 eV at 319.1 K, estimate the fraction of dopants ionized.",False
016,data/curation/rewrite_batches/firm_rewrite_batch_016_materials_and_dopant_ionization.jsonl,29,479,"For a dopant activation energy of 0.013 eV at 319.5 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.013 eV at 319.5 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.013 eV at 319.5 K, estimate the fraction of dopants ionized.",False
016,data/curation/rewrite_batches/firm_rewrite_batch_016_materials_and_dopant_ionization.jsonl,30,480,"For a dopant activation energy of 0.02 eV at 346.5 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.02 eV at 346.5 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.020 eV at 346.5 K, estimate the fraction of dopants ionized.",False
017,data/curation/rewrite_batches/firm_rewrite_batch_017_dopant_ionization_continued.jsonl,1,481,"For a dopant activation energy of 0.046 eV at 302.9 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.046 eV at 302.9 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.046 eV at 302.9 K, estimate the fraction of dopants ionized and explain the freeze-out implication.",False
017,data/curation/rewrite_batches/firm_rewrite_batch_017_dopant_ionization_continued.jsonl,2,482,"For a dopant activation energy of 0.034 eV at 213.0 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.034 eV at 213.0 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.034 eV at 213.0 K, estimate the fraction of dopants ionized.",False
017,data/curation/rewrite_batches/firm_rewrite_batch_017_dopant_ionization_continued.jsonl,3,483,"For a dopant activation energy of 0.032 eV at 225.8 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.032 eV at 225.8 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.032 eV at 225.8 K, estimate the fraction of dopants ionized.",False
017,data/curation/rewrite_batches/firm_rewrite_batch_017_dopant_ionization_continued.jsonl,4,484,"For a dopant activation energy of 0.035 eV at 272.7 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.035 eV at 272.7 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.035 eV at 272.7 K, estimate the fraction of dopants ionized.",False
017,data/curation/rewrite_batches/firm_rewrite_batch_017_dopant_ionization_continued.jsonl,5,485,"For a dopant activation energy of 0.041 eV at 209.7 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.041 eV at 209.7 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.041 eV at 209.7 K, estimate the fraction of dopants ionized.",False
017,data/curation/rewrite_batches/firm_rewrite_batch_017_dopant_ionization_continued.jsonl,6,486,"For a dopant activation energy of 0.014 eV at 336.8 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.014 eV at 336.8 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.014 eV at 336.8 K, estimate the fraction of dopants ionized.",False
017,data/curation/rewrite_batches/firm_rewrite_batch_017_dopant_ionization_continued.jsonl,7,487,"For a dopant activation energy of 0.031 eV at 314.3 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.031 eV at 314.3 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.031 eV at 314.3 K, estimate the fraction of dopants ionized.",False
017,data/curation/rewrite_batches/firm_rewrite_batch_017_dopant_ionization_continued.jsonl,8,488,"For a dopant activation energy of 0.044 eV at 297.5 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.044 eV at 297.5 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.044 eV at 297.5 K, estimate the fraction of dopants ionized.",False
017,data/curation/rewrite_batches/firm_rewrite_batch_017_dopant_ionization_continued.jsonl,9,489,"For a dopant activation energy of 0.042 eV at 302.0 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.042 eV at 302.0 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.042 eV at 302.0 K, estimate the fraction of dopants ionized.",False
017,data/curation/rewrite_batches/firm_rewrite_batch_017_dopant_ionization_continued.jsonl,10,490,"For a dopant activation energy of 0.047 eV at 333.4 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.047 eV at 333.4 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.047 eV at 333.4 K, estimate the fraction of dopants ionized.",False
017,data/curation/rewrite_batches/firm_rewrite_batch_017_dopant_ionization_continued.jsonl,11,491,"For a dopant activation energy of 0.016 eV at 272.9 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.016 eV at 272.9 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.016 eV at 272.9 K, estimate the fraction of dopants ionized.",False
017,data/curation/rewrite_batches/firm_rewrite_batch_017_dopant_ionization_continued.jsonl,12,492,"For a dopant activation energy of 0.045 eV at 270.1 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.045 eV at 270.1 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.045 eV at 270.1 K, estimate the fraction of dopants ionized.",False
017,data/curation/rewrite_batches/firm_rewrite_batch_017_dopant_ionization_continued.jsonl,13,493,"For a dopant activation energy of 0.018 eV at 294.5 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.018 eV at 294.5 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.018 eV at 294.5 K, estimate the fraction of dopants ionized.",False
017,data/curation/rewrite_batches/firm_rewrite_batch_017_dopant_ionization_continued.jsonl,14,494,"For a dopant activation energy of 0.026 eV at 323.8 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.026 eV at 323.8 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.026 eV at 323.8 K, estimate the fraction of dopants ionized.",False
017,data/curation/rewrite_batches/firm_rewrite_batch_017_dopant_ionization_continued.jsonl,15,495,"For a dopant activation energy of 0.027 eV at 252.2 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.027 eV at 252.2 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.027 eV at 252.2 K, estimate the fraction of dopants ionized.",False
017,data/curation/rewrite_batches/firm_rewrite_batch_017_dopant_ionization_continued.jsonl,16,496,"For a dopant activation energy of 0.026 eV at 283.8 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.026 eV at 283.8 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.026 eV at 283.8 K, estimate the fraction of dopants ionized.",False
017,data/curation/rewrite_batches/firm_rewrite_batch_017_dopant_ionization_continued.jsonl,17,497,"For a dopant activation energy of 0.046 eV at 395.9 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.046 eV at 395.9 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.046 eV at 395.9 K, estimate the fraction of dopants ionized.",False
